No,Kode Efek,Nama Emiten,Nama Pemegang Rekening Efek,Nama Pemegang Saham,Nama Rekening Efek,Alamat,Alamat (Lanjutan),Kebangsaan,Domisili,Status (Lokal/Asing),Kepemilikan Per 19-MAY-2026,Col12,Col13,Kepemilikan Per 20-MAY-2026,Col15,Col16,Perubahan
999,LPKR,PT. LIPPO KARAWACI Tbk,PT CIPTADANA SEKURITAS ASIA,SIERRA INCORPORATED,SIERRA INCORPORATED,TIARA LABUAN,"JALAN TANJUNG BATU, 87000 F.T. LABUAN",,MALAYSIA,A,"11,259,645,290","11,259,645,290",15.88,"11,259,645,290","11,259,645,290",15.88,0
1000,LPKR,PT. LIPPO KARAWACI Tbk,PT BANK DBS INDONESIA,DBS BANK LTD.,DBS BANK LTD SG-PB CLIENTS,12 MARINA BOULEVARD,#44-01/04 DBS ASIA CENTRAL,,SINGAPORE,A,"3,624,330,600","3,624,330,600",5.11,"3,624,330,600","3,624,330,600",5.11,0
1001,LPLI,"STAR PACIFIC Tbk, PT",PT CIPTADANA SEKURITAS ASIA,"INTI ANUGERAH PRATAMA, PT","INTI ANUGERAH PRATAMA, PT",GRAHA LIPPO D/H MENARA ASIA LT.8 JL.BOULEVARD,"DIPONEGORO NO.101, LIPPO VILLAGE KARAWACI",,INDONESIA,L,-,-,-,"592,237,809","592,237,809",50.60,-
1002,LPLI,"STAR PACIFIC Tbk, PT",PT INDO CAPITAL SEKURITAS,HX TRADING LIMITED,HX TRADING LIMITED,TORTOLA PIER PARK BUILDING 1 FLOOR 2 WICKHAMS CAY I,,,"VIRGIN ISLANDS, BRITISH",A,"207,660,767","207,660,767",17.74,"207,660,767","207,660,767",17.74,0
1003,LPPF,"MDS RETAILING Tbk, PT","PT. BANK PERMATA, TBK",PT. MULTIPOLAR TBK,PT MULTIPOLAR TBK,GEDUNG MENARA MATAHARI Lt20,JL BULEVARD PALEM RAYA No7,,INDONESIA,L,"165,992,000","209,992,000",9.30,"165,992,000","209,992,000",9.30,0
,LPPF,,"BANK CIMB NIAGA TBK, PT",,PT. MULTIPOLAR TBK,GEDUNG BERITA SATU PLAZA LANTAI 7,JL. JEND. GATOT SUBROTO KAV. 35-36,,INDONESIA,L,"44,000,000",,,"44,000,000",,,0
1004,LPPF,"MDS RETAILING Tbk, PT",PT CGS International Sekuritas Indonesia,AURIC DIGITAL RETAIL PTE LTD,AURIC DIGITAL RETAIL PTE LTD,50 COLLYER QUAY #18-01/02,OUE BAYFRONT,,SINGAPORE,A,"660,021,796","660,021,796",29.23,"660,021,796","660,021,796",29.23,0
1005,LPPF,"MDS RETAILING Tbk, PT","CITIBANK, N. A",AURIC DIGITAL RETAIL PTE. LTD.,BOS LTD S/A AURIC DIGITAL RETAIL PTE. LTD,5004 9C3O21LLYER QUAY LEVEL 18-01 OUE BAYFRONT SINGAPORE,,,SINGAPORE,A,"300,000,000","300,000,000",13.28,"300,000,000","300,000,000",13.28,0
1006,LPPS,"LENOX PASIFIK INVESTAMA Tbk, PT",PT CIPTADANA SEKURITAS ASIA,"INTI ANUGERAH PRATAMA, PT","INTI ANUGERAH PRATAMA, PT",GRAHA LIPPO D/H MENARA ASIA LT.8 JL.BOULEVARD,"DIPONEGORO NO.101, LIPPO VILLAGE KARAWACI",,INDONESIA,L,-,-,-,"1,747,636,749","1,747,636,749",67.52,-
1007,LRNA,"EKA SARI LORENA TRANSPORT Tbk, PT",PT KB VALBURY SEKURITAS,"GADING DANALESTARI, PT","GADING DANALESTARI, PT",GEDUNG MENARA KARYA Lt.9,JL HR. RASUNA SAID BLOK X-5 KAV. 1-2,,INDONESIA,L,"44,885,500","44,885,500",12.82,"44,885,500","44,885,500",12.82,0
1008,LRNA,"EKA SARI LORENA TRANSPORT Tbk, PT",PT MAYBANK SEKURITAS INDONESIA,SIAUW YUNUS SUBANDI,SIAUW YUNUS SUBANDI,D.HUSADA INDAH TMR 1/28 (M-85) RT.003 RW.008,MULYOREJO,INDONESIAN,INDONESIA,L,"1,446,900","26,546,000",7.58,"1,446,900","26,546,000",7.58,0
,LRNA,,PT RHB SEKURITAS INDONESIA,,SIAUW YUNUS SUBANDI,D. HUSADA INDAH TIMUR I/28 (M-85),RT 003 RW 008 KEL: MULYOREJO KEC: MULYOREJO,INDONESIAN,INDONESIA,L,"574,3",,,"574,3",,,0
,LRNA,,"MANDIRI SEKURITAS, PT",,SIAW YUNUS SUBANDI,DHUSADAINDAHTIMURI/28,,INDONESIAN,,L,"1,755,800",,,"1,755,800",,,0
,LRNA,,PT MIRAE ASSET SEKURITAS INDONESIA,,SIAUW YUNUS SUBANDI,D Husada Indah Tmr 1/28 (M85) Rt/Rw003/008 Mulyorejo,,INDONESIAN,INDONESIA,L,"7,2",,,"7,2",,,0
,LRNA,,PT BAHANA SEKURITAS,,SIAUW YUNUS SUBANDI,"Dharma Husada Ind Timur I/28, RT/RW03/09 Kel. Mulyorejo",Kec. Mulyorejo SUrabaya,INDONESIAN,,L,"161,1",,,"161,1",,,0
,LRNA,,PT. KGI Sekuritas Indonesia,,SIAUW YUNUS SUBANDI,D HUSADA INDAH TMR I/28(M-85) RT 003 RW 008,,INDONESIAN,INDONESIA,L,"17,659,700",,,"17,659,700",,,0
,LRNA,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,SIAUW YUNUS SUBANDI,D.HUSADA INDAH TMR 1/28(M-85),KEL. MULYOREJO,INDONESIAN,INDONESIA,L,"38,6",,,"38,6",,,0
,LRNA,,PT MINNA PADI INVESTAMA SEKURITAS Tbk,,SIAUW YUNUS SUBANDI,D.HUSADA INDAH TIMUR 1/28 (M-85),,INDONESIAN,INDONESIA,L,"15,5",,,"15,5",,,0
,LRNA,,PT SUCOR SEKURITAS,,SIAUW YUNUS SUBANDI,D.HUSADA INDAH TMR 1 28M 85 RT. 003 RW. 008,KEL. MULYOREJO,INDONESIAN,INDONESIA,L,"2,250,000",,,"2,250,000",,,0
,LRNA,,PT CGS International Sekuritas Indonesia,,SIAUW YUNUS SUBANDI,D.HUSADA INDAH TMR 1/28(M-85),KEL. MULYOREJO,INDONESIAN,INDONESIA,L,115,,,115,,,0
,LRNA,,PT KB VALBURY SEKURITAS,,SIAUW YUNUS SUBANDI,D.HUSADA INDAH TMR 1/28 (M-85) RT.003 RW.008 KEL.MULYOREJO,KEC.MULYOREJO KEL.MULYOREJO KEC.MULYOREJO,INDONESIAN,,L,"2,386,500",,,"2,386,500",,,0
,LRNA,,PT YUANTA SEKURITAS INDONESIA,,SIAUW YUNUS SUBANDI,DHARMA HUSADA INDAH TIMUR 1/28 (M-85) RT.003/008,MULYOREJO,INDONESIAN,,L,"135,4",,,"135,4",,,0
1009,LTLS,"LAUTAN LUAS Tbk, PT","SAMUEL SEKURITAS INDONESIA, PT","LAUTAN LUAS TBK, PT","LAUTAN LUAS TBK, PT",GEDUNG GRAHA INDRAMAS LT. 6-12,"JL. AIP II KS. TUBUN RAYA NO.77, KEL.SLIPI KEC.PALMERAH",,INDONESIA,L,"95,311,200","95,311,200",6.11,"95,311,200","95,311,200",6.11,0
1010,LTLS,"LAUTAN LUAS Tbk, PT",PT Bank HSBC Indonesia,JPMCB NA RE-PT CATURKARSA MEGATUNGGAL,JPMCB NA RE-PT CATURKARSA MEGATUNGGAL,GD. GRAHA INDRAMAS LT.4 JL. AIP II KS TUBUN RAYA NO.77,KEL.SLIPI KEC. PALMERAH,,INDONESIA,L,"300,000,000","300,000,000",19.23,"300,000,000","300,000,000",19.23,0
1011,LUCK,"SENTRAL MITRA INFORMATIKA Tbk, PT",PT PHILLIP SEKURITAS INDONESIA,SERIAL SYSTEM INTERNATIONAL PTE. LTD.,SERIAL SYSTEM INTERNATIONAL PTE. LTD.,"8 UBI VIEW, #05-01, SERIAL SYSTEM BUILDING",,,SINGAPORE,A,"106,889,040","106,889,040",14.93,"106,889,040","106,889,040",14.93,0
,,,,,,,,,,,Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),Jumlah Saham,Saham Gabungan Per Investor,Persentase Kepemilikan Per Investor (%),
1012,LUCK,"SENTRAL MITRA INFORMATIKA Tbk, PT",PT PHILLIP SEKURITAS INDONESIA,CAROLINE HIMAWATI HIDAJAT,CAROLINE HIMAWATI HIDAJAT,JL. PENDIDIKAN / 28,"RT/RW : 007/009 KEL : CILANDAK BARAT, KEC : CILANDAK",INDONESIAN,INDONESIA,L,"208,998,900","208,998,900",29.20,"208,998,900","208,998,900",29.20,0
1013,LUCK,"SENTRAL MITRA INFORMATIKA Tbk, PT",PT PHILLIP SEKURITAS INDONESIA,CHRISTINE HERAWATI,CHRISTINE HERAWATI,JL. PENDIDIKAN / 28,"RT/RW : 007/009 KEL : CILANDAK BARAT, KEC : CILANDAK",INDONESIAN,INDONESIA,L,"104,499,450","104,499,450",14.60,"104,499,450","104,499,450",14.60,0
1014,LUCK,"SENTRAL MITRA INFORMATIKA Tbk, PT",PT PHILLIP SEKURITAS INDONESIA,JOSEPHINE HANDAYANI HIDAJAT,JOSEPHINE HANDAYANI HIDAJAT,JL. PASIR ROCKWELL RESIDENCE NO. 8 A MOCH KAHFI,"RT/RW : 001/006 KEL : CIGANJUR, KEC : JAGAKARSA",INDONESIAN,INDONESIA,L,"104,499,450","104,499,450",14.60,"104,499,450","104,499,450",14.60,0
1015,LUCY,"LIMA DUA LIMA TIGA Tbk, PT",PT HENAN PUTIHRAI SEKURITAS,PT DELTA WIBAWA BERSAMA,PT DELTA WIBAWA BERSAMA,JL. KEBAGUSAN 1 KAV. 6,KEL. KEBAGUSAN - KEC. PASAR MINGGU,,INDONESIA,L,"521,448,069","900,141,542",59.42,"521,448,069","900,141,542",59.42,0
,LUCY,,PT MIRAE ASSET SEKURITAS INDONESIA,,PT DELTA WIBAWA BERSAMA,Jl Kebagusan 1 Kav 6 Kebagusan Pasar Minggu,,,INDONESIA,L,"378,693,473",,,"378,693,473",,,0
1016,LUCY,"LIMA DUA LIMA TIGA Tbk, PT",PT HENAN PUTIHRAI SEKURITAS,DIMAS WIBOWO,DIMAS WIBOWO,JL. SEPAKAT - IX RT. 006 RW. 001,KEL. CILANGKAP,INDONESIAN,INDONESIA,L,"383,584,486","383,584,486",25.32,"383,584,486","383,584,486",25.32,0
1017,MABA,"MARGA ABHINAYA ABADI Tbk, PT",PT SUKADANA PRIMA SEKURITAS,BMPA2NSA GSEINMGEANPTO/PRTE S/BANLPIG PAADRINIBGA SB ESRINSGAAMPAORE BRANCH WEALTH,"SALIGADING BERSAMA, PT",Nifaro park ITS Tower Lt 3Jl Raya Pasar Minggu Km.18 Rt001Rw001,"Pejaten, Pasar Minggu",,INDONESIA,L,"2,326,693,800","2,329,493,800",15.16,"2,326,693,800","2,329,493,800",15.16,0
,MABA,,"SINARMAS SEKURITAS, PT",,PT SALIGADING BERSAMA,ITS TOWER LT. 3 JL. RAYA PASAR MINGGU NO. 18,"PASAR MINGGU, PEJATEN TIMUR",,INDONESIA,L,"2,800,000",,,"2,800,000",,,0
1018,MABA,"MARGA ABHINAYA ABADI Tbk, PT",PT NH KORINDO SEKURITAS INDONESIA,FRANCIS INDARTO,FRANCIS INDARTO,"Permata Hijau B/21 Rt001/012, Grogol Utara, Kebayoran Lama",,INDONESIAN,,L,"1,064,850,000","1,064,850,000",6.93,"1,064,850,000","1,064,850,000",6.93,0
1019,MABA,"MARGA ABHINAYA ABADI Tbk, PT","MANDIRI SEKURITAS, PT",JRAEKPSUAB ALGIKU INNGD OMNUEDSAI AB IKDEAJNAGK STAINADNA RKE PPIUDBANLIAK KINHDUOSNUESS KIAEJAKSAAN,KEJAKSAAN AGUNG,JL SULTAN HASANUDIN NO 1 MELAWAI KEBAYORAN BARU,,,INDONESIA,L,"2,554,310,600","2,554,310,600",16.62,"2,554,310,600","2,554,310,600",16.62,0
1020,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,"SINARMAS SEKURITAS, PT",PT YABES PLANTATION INTERNATIONAL,PT YABES PLANTATION INTERNATIONAL,GEDUNG THE CAPITOL LT.3 JL. LETJEN S PARMAN,KAV.73 SLIPI PALMERAH,,INDONESIA,L,"1,421,361,800","1,421,361,800",15.79,"1,421,361,800","1,421,361,800",15.79,0
1021,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,PT WANTEG SEKURITAS,PT. Santika Griya Persada,PT. Santika Griya Persada,Gedung Bank Panin Pusat Lt.2,Jl.Jend Sudirman Kav.1,,INDONESIA,L,"4,500,000,000","4,500,000,000",50.00,"4,500,000,000","4,500,000,000",50.00,0
1022,MAGP,MULTI AGRO GEMILANG PLANTATION Tbk,BANK PAN INDONESIA TBK,DANA PENSIUN KARYAWAN PANIN BANK,DANA PENSIUN KARYAWAN PANIN BANK,"Jl. Jend. Sudirman No. 1, Gelora, Tanah Abang",,,INDONESIA,L,"600,000,000","600,000,000",6.67,"600,000,000","600,000,000",6.67,0
1023,MAIN,"MALINDO FEEDMILL Tbk, PT",PT SUCOR SEKURITAS,PT CORIN INVESTA CORPORA,PT. CORIN INVESTA CORPORA,G WALK SHOP HOUSES BLOK A-1/02,KEL. LONTAR KEC. SAMBIKEREP,,INDONESIA,L,"113,570,000","113,570,000",5.07,"113,570,000","113,570,000",5.07,0
1024,MAIN,"MALINDO FEEDMILL Tbk, PT",PT RHB SEKURITAS INDONESIA,DRAGON AMITY PTE LTD,DRAGON AMITY PTE LTD,233 Pandan Loop,,,SINGAPORE,A,"1,282,143,142","1,282,143,142",57.27,"1,282,143,142","1,282,143,142",57.27,0
1025,MAMI,"MAS MURNI INDONESIA Tbk , PT",PT KIWOOM SEKURITAS INDONESIA,PT. SENTRATAMA KENCANA,PT SENTRATAMA KENCANA,"JL.TAMAN SIMPANG 10 - I, EMBONG KALIASIN",,,INDONESIA,L,"235,858,800","790,075,614",6.42,"235,858,800","790,075,614",6.42,0
,MAMI,,PT CGS International Sekuritas Indonesia,,"SENTRATAMA KENCANA, PT",JL TAMAN SIMPANG 10-I,EMBONG KALIASIN GENTENG,,INDONESIA,L,"79,808,400",,,"79,808,400",,,0
,MAMI,,PT BAHANA SEKURITAS,,SENTRATAMA KENCANA PT.,Jln Taman Simpang 10-2,,,INDONESIA,L,"378,844,000",,,"378,844,000",,,0
,MAMI,,PT OCBC SEKURITAS INDONESIA,,PT SENTRATAMA KENCANA,JL. YOS SUDARSO II,,,INDONESIA,L,88,,,88,,,0
,MAMI,,PT KB VALBURY SEKURITAS,,"SENTRATAMA KENCANA, PT",JL.TAMAN SIMPANG NO.10-I,KEL.EMBONG KALIASIN KEC.GENTENG,,INDONESIA,L,"93,828,091",,,"93,828,091",,,0
,MAMI,,"PANIN SEKURITAS Tbk, PT",,PT. SENTRATAMA KENCANA,Jl. Taman Simpang No. 10 - I,,,INDONESIA,L,"252,719",,,"252,719",,,0
,MAMI,,PT SEMESTA INDOVEST SEKURITAS,,PT SENTRATAMA KENCANA,"JL. TAMAN SIMPANG 10-1,","EMBONG, KALIASIN",,INDONESIA,L,"695,2",,,"695,2",,,0
,MAMI,,PT MIRAE ASSET SEKURITAS INDONESIA,,PT SENTRATAMA KENCANA,Jl Taman Simpang No.10 I Surabaya,,,INDONESIA,L,"788,238",,,"788,238",,,0
,MAMI,,PT Pluang Maju Sekuritas,,"Sentratama Kencana, PT",Jl. Taman Simpang No. 10-I Surabaya,,,INDONESIA,L,78,,,78,,,0
1026,MAMIP,"MAS MURNI INDONESIA Tbk , PT",PUTN YTUUGK ECNL OBSEERDTU MMEBMUBHE RS E-IKPU00R1IT)AS (REKENING TAMPUNGAN KSEI,ONGKO DARMAWAN,ONGKO DARMAWAN,Jl.Pedat Rt/Rw 013/004 Cipinang Cempedak,"Jatinegara, Jakarta Timur",INDONESIAN,INDONESIA,L,500,500,8.33,500,500,8.33,0
1027,MAMIP,"MAS MURNI INDONESIA Tbk , PT",PUTN YTUUGK ECNL OBSEERDTU MMEBMUBHE RS E-IKPU00R1IT)AS (REKENING TAMPUNGAN KSEI,Ing Wibisono Darmawan,Ing Wibisono Darmawan,Jl. Sumatra No. 70 RT. 002/004,"Gondangdia, Menteng",INDONESIAN,INDONESIA,L,863,863,14.38,863,863,14.38,0
1028,MAMIP,"MAS MURNI INDONESIA Tbk , PT",PT KRESNA SEKURITAS,HENTO,HENTO - IDD240479659594,GG.BAKAU KUNYIT NO.15 KEL. BUMI WARAS,,INDONESIAN,INDONESIA,L,"1,114,000","1,114,000",18.57,"1,114,000","1,114,000",18.57,0
1029,MAMIP,"MAS MURNI INDONESIA Tbk , PT",PT Anugerah Sekuritas Indonesia,EVI MANURUNG,EVI MANURUNG,SUMUR BATU NO. 2 RT. 006/005,KEL. CENPAKA BARU - KEC. KEMAYORAN,INDONESIAN,,L,482,482,8.03,482,482,8.03,0
1030,MAMIP,"MAS MURNI INDONESIA Tbk , PT",PT PANCA GLOBAL SEKURITAS,WELLY ANDRY,WELLY ANDRY,Jl.Belitang No 34/IG 18 RT.22 RW.06,PALEMBANG,INDONESIAN,,L,"447,5","447,5",7.46,"447,5","447,5",7.46,0
1031,MANG,"MANGGUNG POLAHRAYA Tbk, PT",PT PANCA GLOBAL SEKURITAS,MOHAMAD REZA PAHLEVI,MOHAMAD REZA PAHLEVI,JL GANDARIA TENGAH 1 NO 9,KEC.KEBAYORAN BARU,INDONESIAN,INDONESIA,L,"2,080,000,000","2,080,000,000",54.56,"2,080,000,000","2,080,000,000",54.56,0
1032,MANG,"MANGGUNG POLAHRAYA Tbk, PT",PT PANCA GLOBAL SEKURITAS,IR NIAZIE GANI MSC,IR NIAZIE GANI MSC,JL CEMPAKA PUTIH TENGAH XVI NO 11,RT/RW. 002/008 KEL. CEMPAKA PUTIH TIMUR KEC. CEMPAKA PUTIH,INDONESIAN,INDONESIA,L,"260,000,000","260,000,000",6.82,"260,000,000","260,000,000",6.82,0
1033,MANG,"MANGGUNG POLAHRAYA Tbk, PT",PT PANCA GLOBAL SEKURITAS,WIWIK ROBIATUL ADAWIYAH,WIWIK ROBIATUL ADAWIYAH,JL GANDARIA TENGAH 1 NO 9,KEC.KEBAYORAN BARU,INDONESIAN,INDONESIA,L,"365,000,000","365,000,000",9.57,"365,000,000","365,000,000",9.57,0
1034,MANG,"MANGGUNG POLAHRAYA Tbk, PT",PT PANCA GLOBAL SEKURITAS,NI KETUT MARIANI,NI KETUT MARIANI,JL MINI 1 GG MELATI NO 47A,KEC.CIPAYUNG,INDONESIAN,INDONESIA,L,"345,000,000","345,000,000",9.05,"345,000,000","345,000,000",9.05,0
1035,MANY,"MANLY UNITAMA FINANCE Tbk, PT","BNI SEKURITAS, PT",PT. JALURWAHANA ARTHA,PT. JALURWAHANA ARTHA,WISMA NUGRA SANTANA LT.3,JL. JEND. SUDIRMAN KAV.7-8.,,INDONESIA,L,"93,753,500","93,753,500",83.37,"93,753,500","93,753,500",83.37,0
1036,MAPB,"MAP BOGA ADIPERKASA Tbk, PT",PT Bank HSBC Indonesia,GA ROBUSTA F&B COMPANY PTE. LTD.,HSBC WSB S/A GA ROBUSTA F&B COMPANY PTE. LTD.,"8 MARINA BOULEVARD, #17-02, MARINA BAY FINANCIAL CENTRE",018981 SINGAPORE,,SINGAPORE,A,"480,834,533","480,834,533",20.14,"480,834,533","480,834,533",20.14,0
1037,MAPI,"MITRA ADIPERKASA Tbk, PT",BUT DEUTSCHE BANK AG,PACIFIC UNIVERSAL INVESTMENTS PTE LTD,D20B4 S2G22 T4A0S2 6DBITSL SA CLT PACIFIC UNIVERSAL INV PL -,"18 ROBINSON ROAD, #06-01 18 ROBINSON,",SINGAPORE 048547,,SINGAPORE,A,"8,466,000,000","8,466,000,000",51.00,"8,466,000,000","8,466,000,000",51.00,0
1038,MARI,"MAHAKA RADIO INTEGRA Tbk, PT","BNI SEKURITAS, PT",PT BEYOND MEDIA,PT BEYOND MEDIA,PT BEYOND MEDIA,001/007,,INDONESIA,L,"1,476,550,910","2,119,299,600",40.35,"1,476,550,910","2,119,299,600",40.35,0
,MARI,,PT. TRIMEGAH SEKURITAS INDONESIA TBK,,PT BEYOND MEDIA,PLAZA ABDA LT.26,JL.JEND SUDIRMAN KAV 59,,INDONESIA,L,"642,748,690",,,"642,748,690",,,0
1039,MARI,"MAHAKA RADIO INTEGRA Tbk, PT","PANIN SEKURITAS Tbk, PT","MAHAKA MEDIA TBK, PT",PT. MAHAKA MEDIA TBK,Sahid Office Boutique Blk G,Jl. Jend Sudirman Kav 86,,INDONESIA,L,"847,726,874","847,726,874",16.14,"847,726,874","847,726,874",16.14,0
1040,MARI,"MAHAKA RADIO INTEGRA Tbk, PT","PANIN SEKURITAS Tbk, PT",PT. MAHAKA MEDIA TBK,PT. MAHAKA MEDIA TBK,Sahid Office Boutique Blk G,Jl. Jend Sudirman Kav 86,,INDONESIA,L,"847,726,874","847,726,874",16.14,"847,726,874","847,726,874",16.14,0
1041,MARK,"MARK DYNAMICS INDONESIA Tbk, PT","PANIN SEKURITAS Tbk, PT",PT DYNA CAPITAL INDO,PT. DYNA CAPITAL INDO,"Jl. Sultan Serdang Gang Baru, Dusun I",Gedung Office MDI Lt .3,,INDONESIA,L,"786,413,062","786,413,062",20.70,"786,413,062","786,413,062",20.70,0
1042,MARK,"MARK DYNAMICS INDONESIA Tbk, PT","PANIN SEKURITAS Tbk, PT",PT MARK CAPITAL INDO,PT MARK CAPITAL INDO,Jl. Sultan Serdang Gang Baru Dusun I,,,INDONESIA,L,"584,957,747","584,957,747",15.39,"584,957,747","584,957,747",15.39,0
1043,MAXI,"MAXINDO KARYA ANUGERAH Tbk, PT",PT ARTHA SEKURITAS INDONESIA,ESTA PRIMA INVESTAMA PT,ESTA PRIMA INVESTAMA PT,WISMA D'ESTA KOMPLEKKOMERSIAL SEKTOR II,,,INDONESIA,L,"633,343,000","633,343,000",6.59,"633,343,000","633,343,000",6.59,0
1044,MAXI,"MAXINDO KARYA ANUGERAH Tbk, PT",PT Shinhan Sekuritas Indonesia,PT BINTANG MULIA GEMILANG,PT BINTANG MULIA GEMILANG,PLAZA SUMARECON SERPONG BLOK M 5/3 LT V,"PAKULONAN BARAT,KELAPA DUA",,INDONESIA,L,"2,964,750,000","2,964,750,000",30.85,"2,964,750,000","2,964,750,000",30.85,0
1045,MAXI,"MAXINDO KARYA ANUGERAH Tbk, PT",PT Shinhan Sekuritas Indonesia,PT AKASIA MAS INVESTAMA,PT AKASIA MAS INVESTAMA,MENARA SUDIRMAN LANTAI 20,JL JEND SUDIRMAN KAV 60,,INDONESIA,L,"921,555,420","921,555,420",9.59,"921,555,420","921,555,420",9.59,0
1046,MAXI,"MAXINDO KARYA ANUGERAH Tbk, PT",PT WATERFRONT SEKURITAS INDONESIA,PT KARYA NUSA PERDANA,PT KARYA NUSA PERDANA,RPAUGKEOD MAANGGGAINORE JL.SPRINGS BOULEVARD C NO 23 MEDANG,,,INDONESIA,L,"2,359,885,700","2,359,885,700",24.56,"2,269,885,700","2,269,885,700",23.62,"-90,000,000"
1047,MAYA,"BANK MAYAPADA INTERNASIONAL Tbk, PT",PT Bank HSBC Indonesia,CATHAY LIFE INSURANCE CO LTD,JPMCB NA RE-CATHAY LIFE INSURANCE CO. LTD,"NO. 296, REN-AI., RD., SEC 4, TAIPEI 106, TAIWAN",,,"TAIWAN, PROVINCE OF CHINA",A,"2,244,483,676","2,244,483,676",8.58,"2,244,483,676","2,244,483,676",8.58,0
1048,MBAP,"MITRABARA ADIPERDANA Tbk, PT",PT CGS International Sekuritas Indonesia,PT WAHANA SENTOSA CEMERLANG,"WAHANA SENTOSA CEMERLANG, PT",GD GRAHA BARAMULTI KOMP HARMONI PLAZA BLOK A NO 8,JL SURYOPRANOTO NO 2,,INDONESIA,L,"110,454,460","110,454,460",9.00,"110,454,460","110,454,460",9.00,0
1049,MBAP,"MITRABARA ADIPERDANA Tbk, PT",PT CGS International Sekuritas Indonesia,PT WAHANA BATUBARA INDONESIA,PT WAHANA BATUBARA INDONESIA,GRHA BARAMULTI KOMPLEK HARMONI PLAZA BLK A/8,JL SURYOPRANOTO NO 2 RT 002 RW 008,,INDONESIA,L,"368,181,600","368,181,600",30.00,"368,181,600","368,181,600",30.00,0
1050,MBMA,"MERDEKA BATTERY MATERIALS Tbk, PT",PT INDO PREMIER SEKURITAS,"MERDEKA ENERGI NUSANTARA, PT",PT. MERDEKA ENERGI NUSANTARA,TREASURY TOWER LT 67,DISTRICT 8 SCBD LOT 28,,INDONESIA,L,"52,870,630,000","54,045,287,677",50.04,"52,870,630,000","54,045,287,677",50.04,0
,MBMA,,PT CIPTADANA SEKURITAS ASIA,,"MERDEKA ENERGI NUSANTARA, PT",TREASURI TOWER LT. 67 DISTRICT 8 SCBD LOT 28,"JL. JEND SUDIRMAN KAV 52-53, SENAYAN, KEBAYORAN BARU",,INDONESIA,L,"1,174,657,677",,,"1,174,657,677",,,0
1051,MBMA,"MERDEKA BATTERY MATERIALS Tbk, PT",PT INDO PREMIER SEKURITAS,PT. MERDEKA ENERGI NUSANTARA,PT. MERDEKA ENERGI NUSANTARA,TREASURY TOWER LT 67,DISTRICT 8 SCBD LOT 28,,INDONESIA,L,"52,870,630,000","54,045,287,677",50.04,"52,870,630,000","54,045,287,677",50.04,0
,MBMA,,PT CIPTADANA SEKURITAS ASIA,,"MERDEKA ENERGI NUSANTARA, PT",TREASURI TOWER LT. 67 DISTRICT 8 SCBD LOT 28,"JL. JEND SUDIRMAN KAV 52-53, SENAYAN, KEBAYORAN BARU",,INDONESIA,L,"1,174,657,677",,,"1,174,657,677",,,0
1052,MBMA,"MERDEKA BATTERY MATERIALS Tbk, PT",PT INDO PREMIER SEKURITAS,PT. ALAM PERMAI,PT. ALAM PERMAI,GEDUNG THE CONVERGENCE INDONESIA LANTAI 21,"KAWASAN RASUNA EPICENTRUM, JL. H. R. RASUNA SAID",,INDONESIA,L,"5,896,520,600","5,896,520,600",5.46,"5,896,520,600","5,896,520,600",5.46,0
1053,MBSS,MITRABAHTERA SEGARA SEJATI Tbk. PT,PT BCA SEKURITAS,PT GALLEY ADHIKA ARNAWAMA,PT GALLEY ADHIKA ARNAWAMA,JL SUNGAI GERONG GEDUNG TOWN HOUSE NO 1-1A,,,INDONESIA,L,"1,443,766,800","1,443,766,800",82.50,"1,443,766,800","1,443,766,800",82.50,0
1054,MCAS,"M CASH INTEGRASI Tbk, PT",PT MIRAE ASSET SEKURITAS INDONESIA,PT. 1 INTI DOT COM,PT 1 INTI DOT COM,Mal Ambasador Lt 2 Jl Prof Dr Satrio Kav 18,,,INDONESIA,L,"6,550,000","117,062,200",13.49,"6,550,000","117,062,200",13.49,0
,MCAS,,PT PANCA GLOBAL SEKURITAS,,PT. 1 INTI DOT COM,MAL AMBASADOR LANTAI 2 NO 46,"JL. PROF. DR. SATRIO KAV 18,",,INDONESIA,L,"31,964,600",,,"31,964,600",,,0
,MCAS,,"CITIBANK, N. A",,BOS LTD S/A PT. 1 INTI DOT COM,JL SAMBA NO. 25 TANAH TINGGI CENTRAL JAKARTA,,,INDONESIA,L,"78,547,600",,,"78,547,600",,,0
1055,MCAS,"M CASH INTEGRASI Tbk, PT",PT. Laba Sekuritas Indonesia,PT KARYA KARUNIA PERSADA,PT. KARYA KARUNIA PERSADA,"GEDUNG KRESNA LT.2 UNIT 204, 18 PARC PLACE SCBD LOT 18",,,INDONESIA,L,"20,000,000","44,139,900",5.09,"20,000,000","44,139,900",5.09,0
,MCAS,,PT PANCA GLOBAL SEKURITAS,,PT. KARYA KARUNIA PERSADA,"GEDUNG KRESNA LT 2 UNIT 204, 18 PARC PLACE, SCBD LOT 18",JL. JENDERAL SUDIRMAN KAV. 52-53,,INDONESIA,L,"19,082,800",,,"19,082,800",,,0
